customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
13870.0,2,8,68132531,5,5,5,555,Champions
13871.0,23,13,157191650,4,5,5,455,Loyal Customers
13873.0,120,3,1933400,2,3,1,231,Potential Customers
13874.0,358,1,9728100,1,1,3,113,Lost Customers
13875.0,54,5,47178395,3,4,4,344,Potential Customers
13876.0,64,1,441720,3,1,1,311,At Risk
13877.0,86,1,1266192,2,1,1,211,Lost Customers
13878.0,55,1,60872675,3,1,4,314,At Risk
13880.0,21,13,52457871,4,5,4,454,Loyal Customers
13881.0,4,20,1196588856,5,5,5,555,Champions
13882.0,3,5,30744189,5,4,4,544,Loyal Customers
13883.0,11,5,107676242,5,4,5,545,Loyal Customers
13884.0,7,5,7991180,5,4,3,543,Loyal Customers
13885.0,189,2,6594080,1,2,2,122,Lost Customers
13886.0,71,1,3068856,3,1,2,312,At Risk
13887.0,204,1,5138385,1,1,2,112,Lost Customers
13888.0,120,2,8458236,2,2,3,223,Lost Customers
13889.0,93,1,6086740,2,1,2,212,Lost Customers
13890.0,1,10,17558383,5,5,3,553,Loyal Customers
13892.0,27,4,21918119,4,4,4,444,Loyal Customers
13893.0,298,1,15600900,1,1,3,113,Lost Customers
13894.0,24,3,6981726,4,3,2,432,Potential Customers
13895.0,28,4,99217899,4,4,5,445,Loyal Customers
13897.0,50,1,6223200,3,1,2,312,At Risk
13898.0,326,1,2073869,1,1,1,111,Lost Customers
13899.0,16,2,3947768,4,2,2,422,At Risk
13900.0,183,3,15816507,1,3,3,133,Potential Customers
13901.0,72,5,166677775,3,4,5,345,Potential Customers
13904.0,37,2,5918544,3,2,2,322,At Risk
13908.0,80,4,97829095,2,4,5,245,Potential Customers
13911.0,57,9,76949953,3,5,5,355,Potential Customers
13914.0,12,2,11800565,5,2,3,523,At Risk
13917.0,50,2,4174984,3,2,2,322,At Risk
13918.0,50,2,107504560,3,2,5,325,At Risk
13919.0,59,2,9539046,3,2,3,323,At Risk
13922.0,352,1,1601925,1,1,1,111,Lost Customers
13923.0,54,1,6495905,3,1,2,312,At Risk
13924.0,2,6,63551239,5,5,4,554,Loyal Customers
13925.0,93,4,9462239,2,4,3,243,Potential Customers
13926.0,23,1,2328040,4,1,1,411,At Risk
13927.0,75,1,7468386,2,1,2,212,Lost Customers
13928.0,11,4,1529923,5,4,1,541,Loyal Customers
13929.0,169,2,6073255,2,2,2,222,Lost Customers
13930.0,58,2,5224976,3,2,2,322,At Risk
13931.0,96,2,52149279,2,2,4,224,Lost Customers
13932.0,295,1,2213280,1,1,1,111,Lost Customers
13933.0,109,2,6232947,2,2,2,222,Lost Customers
13934.0,264,1,35961900,1,1,4,114,Lost Customers
13936.0,180,1,12427140,1,1,3,113,Lost Customers
13937.0,169,1,1953855,2,1,1,211,Lost Customers
13938.0,35,1,501620,3,1,1,311,At Risk
13939.0,23,3,16475165,4,3,3,433,Potential Customers
13940.0,17,4,10783384,4,4,3,443,Loyal Customers
13941.0,22,5,247736072,4,4,5,445,Loyal Customers
13946.0,79,3,7993191,2,3,3,233,Potential Customers
13947.0,65,1,398640,3,1,1,311,At Risk
13948.0,361,1,408000,1,1,1,111,Lost Customers
13949.0,3,6,108175126,5,5,5,555,Champions
13950.0,11,4,6574880,5,4,2,542,Loyal Customers
13951.0,176,3,10567875,2,3,3,233,Potential Customers
13952.0,218,2,246841431,1,2,5,125,Lost Customers
13953.0,7,7,145140560,5,5,5,555,Champions
13954.0,2,2,3260660,5,3,2,532,Potential Customers
13955.0,154,2,2774684,2,3,2,232,Potential Customers
13956.0,5,5,13540016,5,4,3,543,Loyal Customers
13959.0,79,3,7661616,2,3,2,232,Potential Customers
13960.0,21,2,1554024,4,3,1,431,Potential Customers
13962.0,22,2,648915,4,3,1,431,Potential Customers
13963.0,308,4,8734762,1,4,3,143,Potential Customers
13967.0,146,1,338940,2,1,1,211,Lost Customers
13969.0,7,18,340968203,5,5,5,555,Champions
13971.0,19,8,64052312,4,5,5,455,Loyal Customers
13972.0,71,2,1255855,3,3,1,331,Potential Customers
13973.0,287,1,2885230,1,1,2,112,Lost Customers
13974.0,49,1,10298391,3,1,3,313,At Risk
13975.0,31,6,94659720,4,5,5,455,Loyal Customers
13976.0,207,1,5512892,1,1,2,112,Lost Customers
13978.0,15,2,4790043,4,3,2,432,Potential Customers
13979.0,73,1,55584693,2,1,4,214,Lost Customers
13980.0,60,1,3442408,3,1,2,312,At Risk
13982.0,39,4,54855725,3,4,4,344,Potential Customers
13983.0,30,12,35064182,4,5,4,454,Loyal Customers
13984.0,27,5,21211435,4,4,4,444,Loyal Customers
13985.0,4,15,190641689,5,5,5,555,Champions
13986.0,17,1,13779780,4,1,3,413,At Risk
13988.0,20,6,249518334,4,5,5,455,Loyal Customers
13989.0,66,2,94322427,3,3,5,335,Potential Customers
13990.0,213,1,5914700,1,1,2,112,Lost Customers
13991.0,12,6,17574489,5,5,3,553,Loyal Customers
13992.0,30,1,491520,4,1,1,411,At Risk
13993.0,43,9,36839689,3,5,4,354,Potential Customers
13994.0,4,6,54192426,5,5,4,554,Loyal Customers
13995.0,15,5,28298207,4,4,4,444,Loyal Customers
13999.0,10,12,73221550,5,5,5,555,Champions
14000.0,211,1,45131860,1,1,4,114,Lost Customers
14001.0,46,3,81276696,3,3,5,335,Potential Customers
14002.0,134,2,26270353,2,3,4,234,Potential Customers
14004.0,43,7,191039144,3,5,5,355,Potential Customers
14005.0,10,5,290651760,5,4,5,545,Loyal Customers
14006.0,116,3,20553139,2,3,4,234,Potential Customers
14009.0,198,2,12963033,1,3,3,133,Potential Customers
14012.0,278,1,5260800,1,1,2,112,Lost Customers
14013.0,110,3,7976796,2,3,3,233,Potential Customers
14014.0,77,1,54357368,2,1,4,214,Lost Customers
14015.0,53,1,34675452,3,1,4,314,At Risk
14016.0,162,4,233300637,2,4,5,245,Potential Customers
14019.0,47,3,52333909,3,3,4,334,Potential Customers
14020.0,17,2,14094846,4,3,3,433,Potential Customers
14021.0,155,3,4562300,2,3,2,232,Potential Customers
14022.0,225,1,21428000,1,1,4,114,Lost Customers
14023.0,7,2,10114887,5,3,3,533,Potential Customers
14024.0,122,2,2931030,2,3,2,232,Potential Customers
14027.0,61,1,649884,3,1,1,311,At Risk
14029.0,63,2,5659284,3,3,2,332,Potential Customers
14030.0,18,8,54407348,4,5,4,454,Loyal Customers
14031.0,7,19,679980462,5,5,5,555,Champions
14032.0,2,11,59553219,5,5,4,554,Loyal Customers
14034.0,22,3,15470116,4,3,3,433,Potential Customers
14035.0,29,5,22883040,4,4,4,444,Loyal Customers
14036.0,285,1,16794220,1,1,3,113,Lost Customers
14037.0,176,2,422600,2,3,1,231,Potential Customers
14038.0,78,3,55802176,2,3,4,234,Potential Customers
14039.0,33,1,1400240,4,1,1,411,At Risk
14040.0,41,12,57043770,3,5,4,354,Potential Customers
14041.0,266,1,1329254,1,1,1,111,Lost Customers
14044.0,27,4,5221635,4,4,2,442,Loyal Customers
14045.0,109,4,24177165,2,4,4,244,Potential Customers
14046.0,284,1,7129540,1,1,2,112,Lost Customers
14047.0,9,5,12318679,5,4,3,543,Loyal Customers
14048.0,305,1,11805984,1,1,3,113,Lost Customers
14049.0,17,4,746520730,4,4,5,445,Loyal Customers
14050.0,32,2,28024502,4,3,4,434,Potential Customers
14051.0,1,23,275792687,5,5,5,555,Champions
14052.0,20,1,2005704,4,1,1,411,At Risk
14053.0,124,2,2833875,2,3,2,232,Potential Customers
14054.0,65,1,573252,3,1,1,311,At Risk
14055.0,106,1,15673824,2,1,3,213,Lost Customers
14056.0,1,23,181857026,5,5,5,555,Champions
14057.0,24,17,226969943,4,5,5,455,Loyal Customers
14059.0,267,1,2350080,1,1,1,111,Lost Customers
14060.0,5,19,208625196,5,5,5,555,Champions
14062.0,10,12,685885837,5,5,5,555,Champions
14064.0,29,5,55963553,4,4,4,444,Loyal Customers
14066.0,267,1,686475,1,1,1,111,Lost Customers
14067.0,64,2,7028307,3,3,2,332,Potential Customers
14068.0,320,1,1940705,1,1,1,111,Lost Customers
14071.0,4,8,22945738,5,5,4,554,Loyal Customers
14073.0,32,1,1963520,4,1,1,411,At Risk
14075.0,5,3,23667988,5,3,4,534,Potential Customers
14076.0,129,1,992007,2,1,1,211,Lost Customers
14077.0,41,5,2848752,3,4,2,342,Potential Customers
14078.0,102,6,5869390,2,5,2,252,Potential Customers
14079.0,125,1,11290510,2,1,3,213,Lost Customers
14080.0,33,1,218880,4,1,1,411,At Risk
14081.0,302,2,28251104,1,3,4,134,Potential Customers
14082.0,365,1,2004750,1,1,1,111,Lost Customers
14083.0,4,9,20769411,5,5,4,554,Loyal Customers
14085.0,2,18,89835262,5,5,5,555,Champions
14087.0,3,1,4879942,5,1,2,512,At Risk
14088.0,10,13,8801234716,5,5,5,555,Champions
14089.0,57,1,2157400,3,1,1,311,At Risk
14090.0,325,1,549504,1,1,1,111,Lost Customers
14092.0,8,14,71713905,5,5,5,555,Champions
14093.0,12,1,17979710,5,1,3,513,At Risk
14096.0,4,17,9932985197,5,5,5,555,Champions
14098.0,37,1,1532440,3,1,1,311,At Risk
14099.0,16,11,65106296,4,5,5,455,Loyal Customers
14100.0,138,1,1247360,2,1,1,211,Lost Customers
14101.0,74,6,763189126,2,5,5,255,Potential Customers
14102.0,5,5,29906684,5,4,4,544,Loyal Customers
14104.0,155,2,799810,2,3,1,231,Potential Customers
14105.0,239,1,101298400,1,1,5,115,Lost Customers
14107.0,52,7,75977077,3,5,5,355,Potential Customers
14108.0,31,2,11361973,4,3,3,433,Potential Customers
14109.0,73,1,1268960,2,1,1,211,Lost Customers
14110.0,4,12,154644067,5,5,5,555,Champions
14111.0,14,4,12204060,4,4,3,443,Loyal Customers
14112.0,23,7,103778285,4,5,5,455,Loyal Customers
14113.0,4,4,34675334,5,4,4,544,Loyal Customers
14114.0,274,2,1966337,1,3,1,131,Potential Customers
14116.0,20,5,20613945,4,4,4,444,Loyal Customers
14117.0,144,1,648000,2,1,1,211,Lost Customers
14121.0,4,4,176467534,5,4,5,545,Loyal Customers
14124.0,84,1,67888044,2,1,5,215,Lost Customers
14125.0,11,3,185991628,5,3,5,535,Potential Customers
14126.0,8,3,16053664,5,3,3,533,Potential Customers
14127.0,123,3,8753655,2,3,3,233,Potential Customers
14128.0,61,2,18011846,3,3,3,333,Potential Customers
14129.0,2,5,16586302,5,4,3,543,Loyal Customers
14130.0,319,1,12483588,1,1,3,113,Lost Customers
14132.0,2,11,110195289,5,5,5,555,Champions
14133.0,130,3,9486192,2,3,3,233,Potential Customers
14135.0,2,15,179363204,5,5,5,555,Champions
14138.0,2,2,34490806,5,3,4,534,Potential Customers
14139.0,46,1,21206820,3,1,4,314,At Risk
14140.0,4,2,39554547,5,3,4,534,Potential Customers
14141.0,3,4,8525729,5,4,3,543,Loyal Customers
14142.0,373,1,9759653,1,1,3,113,Lost Customers
14143.0,134,1,347400,2,1,1,211,Lost Customers
14145.0,47,4,74630160,3,4,5,345,Potential Customers
14146.0,9,5,224738384,5,4,5,545,Loyal Customers
14147.0,78,2,2775280,2,3,2,232,Potential Customers
14148.0,234,1,251520,1,1,1,111,Lost Customers
14149.0,221,1,9736316,1,1,3,113,Lost Customers
14150.0,36,2,16269480,3,3,3,333,Potential Customers
14152.0,75,2,22097295,2,3,4,234,Potential Customers
14154.0,239,2,37283424,1,3,4,134,Potential Customers
14155.0,266,1,296875,1,1,1,111,Lost Customers
14156.0,10,55,36737233607,5,5,5,555,Champions
14157.0,20,2,6839218,4,3,2,432,Potential Customers
14158.0,40,1,39648246,3,1,4,314,At Risk
14159.0,20,11,222411155,4,5,5,455,Loyal Customers
14161.0,216,3,17859851,1,3,3,133,Potential Customers
14162.0,174,2,2311856,2,3,1,231,Potential Customers
14163.0,87,4,62552875,2,4,4,244,Potential Customers
14164.0,71,2,113265041,3,3,5,335,Potential Customers
14165.0,276,1,661716,1,1,1,111,Lost Customers
14167.0,39,4,2190306,3,4,1,341,Potential Customers
14171.0,98,1,6075293,2,1,2,212,Lost Customers
14173.0,11,4,2286150,5,4,1,541,Loyal Customers
14174.0,33,1,1263924,4,1,1,411,At Risk
14175.0,60,3,226363307,3,3,5,335,Potential Customers
14176.0,297,4,3462555,1,4,2,142,Potential Customers
14177.0,86,4,3873844,2,4,2,242,Potential Customers
14178.0,9,7,41988522,5,5,4,554,Loyal Customers
14179.0,41,2,14024418,3,3,3,333,Potential Customers
14180.0,11,25,15190102,5,5,3,553,Loyal Customers
14184.0,67,1,5751703,3,1,2,312,At Risk
14185.0,331,1,118590,1,1,1,111,Lost Customers
14188.0,31,6,39999230,4,5,4,454,Loyal Customers
14189.0,2,15,133983670,5,5,5,555,Champions
14191.0,2,13,158190915,5,5,5,555,Champions
14193.0,68,2,18965075,3,3,3,333,Potential Customers
14194.0,5,21,395291134,5,5,5,555,Champions
14195.0,202,2,61410880,1,3,4,134,Potential Customers
14196.0,107,1,4764384,2,1,2,212,Lost Customers
14198.0,18,4,5117370,4,4,2,442,Loyal Customers
14199.0,218,1,519120,1,1,1,111,Lost Customers
14201.0,60,7,6438876,3,5,2,352,Potential Customers
14204.0,2,1,1320446,5,1,1,511,At Risk
14205.0,17,2,4710180,4,3,2,432,Potential Customers
14206.0,239,1,9057216,1,1,3,113,Lost Customers
14208.0,95,1,1729836,2,1,1,211,Lost Customers
14209.0,11,6,25000547,5,5,4,554,Loyal Customers
14210.0,106,6,24760400,2,5,4,254,Potential Customers
14211.0,53,9,41110318,3,5,4,354,Potential Customers
14212.0,90,1,123319296,2,1,5,215,Lost Customers
14214.0,31,5,26412544,4,4,4,444,Loyal Customers
14215.0,12,6,51289766,5,5,4,554,Loyal Customers
14216.0,3,4,31912470,5,4,4,544,Loyal Customers
14217.0,2,17,9289632,5,5,3,553,Loyal Customers
14218.0,43,1,2711680,3,1,2,312,At Risk
14219.0,4,1,701532,5,1,1,511,At Risk
14220.0,247,2,8601928,1,3,3,133,Potential Customers
14221.0,42,9,113665398,3,5,5,355,Potential Customers
14222.0,177,1,41468419,2,1,4,214,Lost Customers
14223.0,92,3,19632885,2,3,3,233,Potential Customers
14224.0,110,4,13948212,2,4,3,243,Potential Customers
14226.0,29,5,103063095,4,4,5,445,Loyal Customers
14227.0,26,10,100773412,4,5,5,455,Loyal Customers
14229.0,52,3,28335912,3,3,4,334,Potential Customers
14231.0,184,3,12623131,1,3,3,133,Potential Customers
14232.0,43,5,87245171,3,4,5,345,Potential Customers
14233.0,49,4,31355450,3,4,4,344,Potential Customers
14234.0,22,4,25489360,4,4,4,444,Loyal Customers
14235.0,75,5,148644979,2,4,5,245,Potential Customers
14236.0,81,2,8921772,2,3,3,233,Potential Customers
14237.0,373,1,611800,1,1,1,111,Lost Customers
14238.0,326,1,1630035,1,1,1,111,Lost Customers
14239.0,43,11,26371393,3,5,4,354,Potential Customers
14240.0,30,2,24284426,4,3,4,434,Potential Customers
14241.0,184,1,3120020,1,1,2,112,Lost Customers
14242.0,235,2,1728655,1,3,1,131,Potential Customers
14243.0,9,10,34359807,5,5,4,554,Loyal Customers
14245.0,220,2,87169885,1,3,5,135,Potential Customers
14246.0,111,3,39786864,2,3,4,234,Potential Customers
14247.0,278,1,642819,1,1,1,111,Lost Customers
14248.0,318,1,3086316,1,1,2,112,Lost Customers
14250.0,7,3,118257714,5,3,5,535,Potential Customers
14251.0,2,5,133998564,5,4,5,545,Loyal Customers
14256.0,260,2,20806812,1,3,4,134,Potential Customers
14257.0,64,5,137004370,3,4,5,345,Potential Customers
14258.0,9,9,1263600832,5,5,5,555,Champions
14259.0,142,1,816000,2,1,1,211,Lost Customers
14261.0,51,2,36940555,3,3,4,334,Potential Customers
14262.0,8,8,57958476,5,5,4,554,Loyal Customers
14264.0,155,2,1343264,2,3,1,231,Potential Customers
14265.0,109,2,8471522,2,3,3,233,Potential Customers
14267.0,163,3,28706040,2,3,4,234,Potential Customers
14270.0,332,1,9705205,1,1,3,113,Lost Customers
14271.0,226,1,988416,1,1,1,111,Lost Customers
14272.0,74,2,16809727,2,3,3,233,Potential Customers
14273.0,51,4,3951771,3,4,2,342,Potential Customers
14276.0,99,3,27858928,2,3,4,234,Potential Customers
14277.0,15,3,327185262,4,3,5,435,Potential Customers
14280.0,197,1,697008,1,1,1,111,Lost Customers
14282.0,3,15,87096558,5,5,5,555,Champions
14284.0,31,2,4887365,4,3,2,432,Potential Customers
14285.0,21,4,44535597,4,4,4,444,Loyal Customers
14286.0,24,3,754630229,4,3,5,435,Potential Customers
14287.0,8,3,1144107,5,3,1,531,Potential Customers
14288.0,213,1,8020080,1,1,3,113,Lost Customers
14289.0,9,6,6567808,5,5,2,552,Loyal Customers
14290.0,11,5,56402417,5,4,4,544,Loyal Customers
14291.0,2,11,159959182,5,5,5,555,Champions
14292.0,8,9,139878175,5,5,5,555,Champions
14293.0,3,4,20044089,5,4,3,543,Loyal Customers
14295.0,40,1,1396080,3,1,1,311,At Risk
14297.0,18,4,43966639,4,4,4,444,Loyal Customers
14298.0,8,44,14823851408,5,5,5,555,Champions
14299.0,8,9,117071263,5,5,5,555,Champions
14300.0,19,1,138240,4,1,1,411,At Risk
14301.0,117,1,38792484,2,1,4,214,Lost Customers
14304.0,223,1,5329955,1,1,2,112,Lost Customers
14305.0,71,3,101761302,3,3,5,335,Potential Customers
14306.0,51,2,162327602,3,3,5,335,Potential Customers
14307.0,89,6,125886831,2,5,5,255,Potential Customers
14309.0,8,9,45063807,5,5,4,554,Loyal Customers
14311.0,243,1,4529796,1,1,2,112,Lost Customers
14312.0,47,6,40255661,3,5,4,354,Potential Customers
14314.0,107,1,3552000,2,1,2,212,Lost Customers
14315.0,45,6,58992091,3,5,4,354,Potential Customers
14317.0,65,1,12968790,3,1,3,313,At Risk
14320.0,207,2,9411505,1,3,3,133,Potential Customers
14321.0,11,5,74532909,5,4,5,545,Loyal Customers
14323.0,115,2,10563076,2,3,3,233,Potential Customers
14326.0,242,1,1893655,1,1,1,111,Lost Customers
14327.0,163,1,4331935,2,1,2,212,Lost Customers
14329.0,17,7,302190468,4,5,5,455,Loyal Customers
14331.0,124,2,9180776,2,3,3,233,Potential Customers
14332.0,23,3,17222379,4,3,3,433,Potential Customers
14333.0,68,1,2408160,3,1,1,311,At Risk
14334.0,17,8,56617537,4,5,4,454,Loyal Customers
14335.0,16,2,12639639,4,3,3,433,Potential Customers
14336.0,17,4,77546247,4,4,5,445,Loyal Customers
14338.0,161,2,19371823,2,3,3,233,Potential Customers
14339.0,243,1,5199936,1,1,2,112,Lost Customers
14340.0,219,1,781260,1,1,1,111,Lost Customers
14341.0,45,8,62641029,3,5,4,354,Potential Customers
14342.0,21,4,6363990,4,4,2,442,Loyal Customers
14344.0,127,8,8318091,2,5,3,253,Potential Customers
14345.0,39,1,544900,3,1,1,311,At Risk
14346.0,121,2,40762290,2,3,4,234,Potential Customers
14348.0,260,1,7495131,1,1,2,112,Lost Customers
14349.0,10,1,1148100,5,1,1,511,At Risk
14350.0,274,1,5177619,1,1,2,112,Lost Customers
14351.0,165,1,61200,2,1,1,211,Lost Customers
14352.0,157,4,23691748,2,4,4,244,Potential Customers
14353.0,215,1,579840,1,1,1,111,Lost Customers
14354.0,6,2,1700100,5,3,1,531,Potential Customers
14355.0,366,1,1604480,1,1,1,111,Lost Customers
14356.0,80,2,9722647,2,3,3,233,Potential Customers
14357.0,43,1,3341396,3,1,2,312,At Risk
14359.0,19,3,13757159,4,3,3,433,Potential Customers
14360.0,32,4,101535219,4,4,5,445,Loyal Customers
14362.0,22,1,1612000,4,1,1,411,At Risk
14364.0,109,8,99933095,2,5,5,255,Potential Customers
14367.0,8,16,330358887,5,5,5,555,Champions
14368.0,320,1,558000,1,1,1,111,Lost Customers
14371.0,295,1,341700,1,1,1,111,Lost Customers
14373.0,358,1,130135,1,1,1,111,Lost Customers
14375.0,185,1,4998992,1,1,2,112,Lost Customers
14377.0,191,2,6774315,1,3,2,132,Potential Customers
14379.0,44,2,5309312,3,3,2,332,Potential Customers
14381.0,52,1,2959128,3,1,2,312,At Risk
14382.0,26,1,77444859,4,1,5,415,At Risk
14383.0,38,3,38812713,3,3,4,334,Potential Customers
14385.0,9,3,1064289,5,3,1,531,Potential Customers
14386.0,297,1,768960,1,1,1,111,Lost Customers
14387.0,33,3,52691056,4,3,4,434,Potential Customers
14388.0,10,8,79876105,5,5,5,555,Champions
14389.0,65,2,45425826,3,3,4,334,Potential Customers
14390.0,10,9,145251310,5,5,5,555,Champions
14393.0,218,1,88335,1,1,1,111,Lost Customers
14395.0,2,9,71985481,5,5,5,555,Champions
14396.0,65,2,7454469,3,3,2,332,Potential Customers
14397.0,3,19,32939848,5,5,4,554,Loyal Customers
14400.0,149,1,26091380,2,1,4,214,Lost Customers
14401.0,4,13,141147958,5,5,5,555,Champions
14403.0,130,4,27340079,2,4,4,244,Potential Customers
14404.0,34,6,23758472,3,5,4,354,Potential Customers
14406.0,119,1,1206975,2,1,1,211,Lost Customers
14407.0,107,6,65719028,2,5,5,255,Potential Customers
14408.0,11,7,79002276,5,5,5,555,Champions
14409.0,71,6,83493767,3,5,5,355,Potential Customers
14410.0,92,9,9072478,2,5,3,253,Potential Customers
14411.0,311,1,20834800,1,1,4,114,Lost Customers
14412.0,43,2,34490130,3,3,4,334,Potential Customers
14413.0,362,1,834360,1,1,1,111,Lost Customers
14414.0,92,7,57192180,2,5,4,254,Potential Customers
14415.0,1,13,192697374,5,5,5,555,Champions
14416.0,22,2,10285208,4,3,3,433,Potential Customers
14418.0,4,3,141871631,5,3,5,535,Potential Customers
14419.0,11,6,9143971,5,5,3,553,Loyal Customers
14420.0,99,1,12943168,2,1,3,213,Lost Customers
14421.0,57,2,14951095,3,3,3,333,Potential Customers
14422.0,1,6,285588496,5,5,5,555,Champions
14423.0,218,1,3182400,1,1,2,112,Lost Customers
14424.0,18,1,1545984,4,1,1,411,At Risk
14426.0,24,10,149913384,4,5,5,455,Loyal Customers
14427.0,50,2,6775392,3,3,2,332,Potential Customers
14428.0,7,5,13248999,5,4,3,543,Loyal Customers
14431.0,303,1,6114680,1,1,2,112,Lost Customers
14432.0,10,6,102030178,5,5,5,555,Champions
14434.0,22,6,9776640,4,5,3,453,Loyal Customers
14436.0,99,1,1148874,2,1,1,211,Lost Customers
14437.0,366,1,378000,1,1,1,111,Lost Customers
14438.0,306,1,1081580,1,1,1,111,Lost Customers
14439.0,320,1,139981224,1,1,5,115,Lost Customers
14440.0,8,5,31604772,5,4,4,544,Loyal Customers
14441.0,1,4,20610426,5,4,4,544,Loyal Customers
14442.0,205,2,37885074,1,3,4,134,Potential Customers
14443.0,54,4,34438834,3,4,4,344,Potential Customers
14446.0,1,4,28112269,5,4,4,544,Loyal Customers
14447.0,19,5,16173899,4,4,3,443,Loyal Customers
14448.0,9,2,2088340,5,3,1,531,Potential Customers
14449.0,19,4,18555112,4,4,3,443,Loyal Customers
14450.0,181,3,3976945,1,3,2,132,Potential Customers
14451.0,60,2,12941915,3,3,3,333,Potential Customers
14452.0,11,2,1586513,5,3,1,531,Potential Customers
14453.0,190,1,587657,1,1,1,111,Lost Customers
14456.0,5,9,138434966,5,5,5,555,Champions
14457.0,311,1,1000032,1,1,1,111,Lost Customers
14459.0,155,1,139681920,2,1,5,215,Lost Customers
14460.0,110,3,17970342,2,3,3,233,Potential Customers
14461.0,148,3,58939737,2,3,4,234,Potential Customers
14462.0,66,11,23635290,3,5,4,354,Potential Customers
14463.0,98,3,2857722,2,3,2,232,Potential Customers
14465.0,247,3,16337499,1,3,3,133,Potential Customers
14466.0,29,7,32129850,4,5,4,454,Loyal Customers
14467.0,18,4,4378139,4,4,2,442,Loyal Customers
14470.0,12,2,5006957,5,3,2,532,Potential Customers
14472.0,104,8,33232011,2,5,4,254,Potential Customers
14473.0,74,2,1249852,2,3,1,231,Potential Customers
14474.0,46,1,7667240,3,1,2,312,At Risk
14475.0,72,3,13745821,3,3,3,333,Potential Customers
14476.0,257,1,2847240,1,1,2,112,Lost Customers
14477.0,20,4,25616000,4,4,4,444,Loyal Customers
14479.0,254,2,1848435,1,3,1,131,Potential Customers
14480.0,11,1,3990415,5,1,2,512,At Risk
14481.0,165,2,15594999,2,3,3,233,Potential Customers
14482.0,18,6,68557949,4,5,5,455,Loyal Customers
14483.0,282,1,1329870,1,1,1,111,Lost Customers
14484.0,50,1,6760320,3,1,2,312,At Risk
14485.0,39,1,1176825,3,1,1,311,At Risk
14487.0,27,6,21615667,4,5,4,454,Loyal Customers
14488.0,68,1,85035972,3,1,5,315,At Risk
14489.0,207,1,13855062,1,1,3,113,Lost Customers
14491.0,175,2,2624727,2,3,2,232,Potential Customers
14493.0,7,5,62976866,5,4,4,544,Loyal Customers
14494.0,26,1,1283952,4,1,1,411,At Risk
14495.0,51,2,422120,3,3,1,331,Potential Customers
14496.0,312,2,4328955,1,3,2,132,Potential Customers
14497.0,309,1,11171195,1,1,3,113,Lost Customers
14498.0,43,5,56090524,3,4,4,344,Potential Customers
14499.0,26,3,17585398,4,3,3,433,Potential Customers
14500.0,88,3,2975355,2,3,2,232,Potential Customers
14501.0,184,2,2438833,1,3,1,131,Potential Customers
14502.0,20,11,48737856,4,5,4,454,Loyal Customers
14503.0,3,6,135117092,5,5,5,555,Champions
14504.0,47,4,5744185,3,4,2,342,Potential Customers
14505.0,17,8,234165904,4,5,5,455,Loyal Customers
14506.0,17,5,34742880,4,4,4,444,Loyal Customers
14507.0,24,6,16412848,4,5,3,453,Loyal Customers
14508.0,22,2,1809966,4,3,1,431,Potential Customers
14511.0,11,5,23599609,5,4,4,544,Loyal Customers
14512.0,188,2,1704112,1,3,1,131,Potential Customers
14513.0,101,3,7504653,2,3,2,232,Potential Customers
14514.0,61,3,30657973,3,3,4,334,Potential Customers
14515.0,18,6,51848370,4,5,4,454,Loyal Customers
14517.0,33,2,1983285,4,3,1,431,Potential Customers
14518.0,64,1,4847486,3,1,2,312,At Risk
14520.0,2,2,2135760,5,3,1,531,Potential Customers
14522.0,24,4,18224925,4,4,3,443,Loyal Customers
14523.0,108,1,6051359,2,1,2,212,Lost Customers
14524.0,32,9,16346730,4,5,3,453,Loyal Customers
14525.0,20,9,161579173,4,5,5,455,Loyal Customers
14527.0,3,55,37514361,5,5,4,554,Loyal Customers
14528.0,37,1,10125316,3,1,3,313,At Risk
14529.0,60,3,7612256,3,3,2,332,Potential Customers
14530.0,26,6,71476511,4,5,5,455,Loyal Customers
14532.0,236,4,5948670,1,4,2,142,Potential Customers
14533.0,25,7,137351066,4,5,5,455,Loyal Customers
14534.0,3,18,61472122,5,5,4,554,Loyal Customers
14535.0,60,3,184377542,3,3,5,335,Potential Customers
14536.0,260,1,687200,1,1,1,111,Lost Customers
14537.0,58,1,4266720,3,1,2,312,At Risk
14538.0,65,2,3841375,3,3,2,332,Potential Customers
14539.0,16,2,17832914,4,3,3,433,Potential Customers
14540.0,10,3,15013327,5,3,3,533,Potential Customers
14541.0,59,8,15983143,3,5,3,353,Potential Customers
14542.0,186,1,196175,1,1,1,111,Lost Customers
14543.0,29,16,20359121,4,5,3,453,Loyal Customers
14544.0,24,2,157754956,4,3,5,435,Potential Customers
14546.0,5,5,74183768,5,4,5,545,Loyal Customers
14547.0,4,8,169074980,5,5,5,555,Champions
14548.0,151,2,8355840,2,3,3,233,Potential Customers
14549.0,311,1,3933664,1,1,2,112,Lost Customers
14550.0,11,2,14998674,5,3,3,533,Potential Customers
14551.0,18,2,1071038,4,3,1,431,Potential Customers
14552.0,152,1,1502137,2,1,1,211,Lost Customers
14553.0,19,5,8436289,4,4,3,443,Loyal Customers
14554.0,10,4,132957008,5,4,5,545,Loyal Customers
14555.0,57,2,2343652,3,3,1,331,Potential Customers
