invoice_no,invoice_date,customer_id,country,quantity,amount,total_sales,year,month,month_name
577177,2021-11-18 11:10:00,12748.0,United Kingdom,2,416,832,2021,11,November
569518,2021-10-04 14:28:00,13263.0,United Kingdom,55,12785,703175,2021,10,October
566236,2021-09-11 11:19:00,16384.0,United Kingdom,60,17540,1052400,2021,9,September
552046,2021-05-06 09:44:00,15235.0,United Kingdom,187,37077,6933399,2021,5,May
564842,2021-08-30 13:47:00,16133.0,United Kingdom,180,30847,5552460,2021,8,August
566951,2021-09-15 16:36:00,17293.0,United Kingdom,183,25034,4581222,2021,9,September
579693,2021-11-30 14:09:00,15712.0,United Kingdom,91,20645,1878695,2021,11,November
548368,2021-03-30 15:52:00,17677.0,United Kingdom,40,7092,283680,2021,3,March
576635,2021-11-16 09:32:00,15269.0,United Kingdom,26,40880,1062880,2021,11,November
579605,2021-11-30 12:01:00,15024.0,United Kingdom,148,29591,4379468,2021,11,November
566726,2021-09-14 13:12:00,15021.0,United Kingdom,127,30933,3928491,2021,9,September
560413,2021-07-18 14:33:00,13564.0,United Kingdom,1,55064,55064,2021,7,July
553012,2021-05-12 18:13:00,17671.0,United Kingdom,121,39255,4749855,2021,5,May
551420,2021-04-28 14:00:00,17068.0,United Kingdom,154,38550,5936700,2021,4,April
566789,2021-09-15 10:35:00,13134.0,United Kingdom,729,90784,66181536,2021,9,September
574750,2021-11-07 09:12:00,17164.0,United Kingdom,218,38128,8311904,2021,11,November
577546,2021-11-20 14:45:00,17758.0,United Kingdom,25,1050,26250,2021,11,November
538871,2020-12-14 15:02:00,14051.0,United Kingdom,186,47670,8866620,2020,12,December
581430,2021-12-08 15:44:00,13471.0,United Kingdom,48,9224,442752,2021,12,December
569255,2021-10-03 11:01:00,18102.0,United Kingdom,1934,516466,998845244,2021,10,October
539483,2020-12-19 15:31:00,17218.0,United Kingdom,24,9950,238800,2020,12,December
574741,2021-11-06 16:13:00,15993.0,United Kingdom,274,43988,12052712,2021,11,November
542145,2021-01-26 09:26:00,13089.0,United Kingdom,12,41940,503280,2021,1,January
562096,2021-08-02 13:16:00,15311.0,United Kingdom,222,18994,4216668,2021,8,August
576869,2021-11-16 16:20:00,12500.0,Germany,577,61704,35603208,2021,11,November
560539,2021-07-19 12:19:00,16745.0,United Kingdom,408,51348,20949984,2021,7,July
547084,2021-03-20 15:24:00,17690.0,United Kingdom,39,9465,369135,2021,3,March
563261,2021-08-15 12:38:00,16836.0,United Kingdom,84,9132,767088,2021,8,August
537665,2020-12-07 17:19:00,16365.0,United Kingdom,101,13986,1412586,2020,12,December
542909,2021-02-01 15:35:00,16716.0,United Kingdom,96,73440,7050240,2021,2,February
552827,2021-05-11 13:20:00,18144.0,United Kingdom,178,28870,5138860,2021,5,May
536994,2020-12-03 15:25:00,14898.0,United Kingdom,18,9850,177300,2020,12,December
546687,2021-03-16 09:58:00,16040.0,United Kingdom,285,42243,12039255,2021,3,March
548742,2021-04-04 12:00:00,14688.0,United Kingdom,266,37516,9979256,2021,4,April
544943,2021-02-25 10:39:00,15845.0,United Kingdom,358,92922,33266076,2021,2,February
556466,2021-06-12 11:07:00,15465.0,United Kingdom,31,18905,586055,2021,6,June
560361,2021-07-18 11:58:00,13488.0,United Kingdom,179,27281,4883299,2021,7,July
567508,2021-09-20 14:50:00,17724.0,United Kingdom,112,24120,2701440,2021,9,September
564898,2021-08-31 11:25:00,14513.0,United Kingdom,192,13824,2654208,2021,8,August
556785,2021-06-14 13:17:00,13408.0,United Kingdom,24,10200,244800,2021,6,June
573808,2021-11-01 11:29:00,14419.0,United Kingdom,69,17371,1198599,2021,11,November
578855,2021-11-27 11:15:00,14878.0,United Kingdom,66,14885,982410,2021,11,November
580290,2021-12-02 13:35:00,17221.0,United Kingdom,173,20285,3509305,2021,12,December
543380,2021-02-07 15:47:00,14293.0,United Kingdom,90,14310,1287900,2021,2,February
568001,2021-09-23 11:35:00,12540.0,Spain,97,27748,2691556,2021,9,September
568070,2021-09-23 14:17:00,16128.0,United Kingdom,424,71736,30416064,2021,9,September
569768,2021-10-06 11:27:00,13078.0,United Kingdom,388,65908,25572304,2021,10,October
548501,2021-03-31 13:50:00,15894.0,United Kingdom,53,10681,566093,2021,3,March
543371,2021-02-07 14:53:00,14048.0,United Kingdom,288,40993,11805984,2021,2,February
574053,2021-11-02 14:04:00,16379.0,United Kingdom,582,82380,47945160,2021,11,November
550674,2021-04-20 10:29:00,12971.0,United Kingdom,64,24480,1566720,2021,4,April
554066,2021-05-22 10:40:00,12916.0,United Kingdom,251,81515,20460265,2021,5,May
541703,2021-01-21 09:52:00,12594.0,Italy,145,34100,4944500,2021,1,January
537803,2020-12-08 13:14:00,15916.0,United Kingdom,10,8950,89500,2020,12,December
567211,2021-09-19 11:02:00,14159.0,United Kingdom,295,38778,11439510,2021,9,September
568185,2021-09-25 14:08:00,16594.0,United Kingdom,64,18109,1158976,2021,9,September
571654,2021-10-18 12:17:00,18118.0,United Kingdom,68,13753,935204,2021,10,October
571486,2021-10-17 14:59:00,17612.0,United Kingdom,467,36551,17069317,2021,10,October
563548,2021-08-17 12:30:00,12528.0,Germany,51,23400,1193400,2021,8,August
553556,2021-05-17 16:48:00,17530.0,United Kingdom,98,16539,1620822,2021,5,May
578087,2021-11-22 16:44:00,15965.0,United Kingdom,87,15055,1309785,2021,11,November
554643,2021-05-25 12:28:00,16133.0,United Kingdom,277,79262,21955574,2021,5,May
551218,2021-04-27 11:41:00,18077.0,United Kingdom,126,16792,2115792,2021,4,April
562218,2021-08-03 14:07:00,13851.0,United Kingdom,873,110696,96637608,2021,8,August
563032,2021-08-11 14:39:00,16076.0,United Kingdom,264,25688,6781632,2021,8,August
551315,2021-04-27 15:08:00,17725.0,United Kingdom,152,30416,4623232,2021,4,April
542915,2021-02-01 16:18:00,15940.0,United Kingdom,4,3580,14320,2021,2,February
542123,2021-01-25 14:44:00,14299.0,United Kingdom,104,33960,3531840,2021,1,January
543376,2021-02-07 15:10:00,16321.0,Australia,21,6795,142695,2021,2,February
554999,2021-05-29 15:44:00,15547.0,United Kingdom,198,40743,8067114,2021,5,May
544803,2021-02-23 14:29:00,14606.0,United Kingdom,59,11407,673013,2021,2,February
546927,2021-03-18 10:15:00,16672.0,United Kingdom,472,117544,55480768,2021,3,March
552853,2021-05-11 15:13:00,16712.0,United Kingdom,45,6614,297630,2021,5,May
574693,2021-11-06 13:32:00,14553.0,United Kingdom,103,21107,2174021,2021,11,November
548314,2021-03-30 12:24:00,16949.0,United Kingdom,77,12779,983983,2021,3,March
551728,2021-05-04 08:51:00,12720.0,Germany,110,13360,1469600,2021,5,May
578321,2021-11-23 16:59:00,12557.0,Spain,920,299000,275080000,2021,11,November
536377,2020-12-01 09:34:00,17850.0,United Kingdom,12,2220,26640,2020,12,December
557349,2021-06-20 10:34:00,16717.0,United Kingdom,154,29844,4595976,2021,6,June
545533,2021-03-03 14:04:00,12524.0,Germany,343,47544,16307592,2021,3,March
568333,2021-09-26 14:48:00,15344.0,United Kingdom,91,30869,2809079,2021,9,September
567794,2021-09-22 11:41:00,17581.0,United Kingdom,474,82078,38904972,2021,9,September
568381,2021-09-27 09:24:00,14321.0,United Kingdom,522,32994,17222868,2021,9,September
577106,2021-11-17 17:18:00,14456.0,United Kingdom,272,33654,9153888,2021,11,November
545326,2021-03-01 15:12:00,14560.0,United Kingdom,5,3475,17375,2021,3,March
548617,2021-04-01 11:50:00,16592.0,United Kingdom,333,33751,11239083,2021,4,April
560412,2021-07-18 14:32:00,12748.0,United Kingdom,132,20794,2744808,2021,7,July
559299,2021-07-07 12:39:00,16929.0,United Kingdom,200,22914,4582800,2021,7,July
538521,2020-12-13 09:02:00,14180.0,United Kingdom,56,33940,1900640,2020,12,December
550995,2021-04-26 08:33:00,16722.0,United Kingdom,326,45160,14722160,2021,4,April
575298,2021-11-09 12:29:00,17841.0,United Kingdom,480,43808,21027840,2021,11,November
536852,2020-12-03 09:51:00,12686.0,France,107,8914,953798,2020,12,December
544103,2021-02-16 10:33:00,17961.0,United Kingdom,15,2038,30570,2021,2,February
543247,2021-02-04 14:23:00,16029.0,United Kingdom,324,58500,18954000,2021,2,February
538907,2020-12-15 10:40:00,15373.0,United Kingdom,24,20280,486720,2020,12,December
569677,2021-10-05 14:14:00,15106.0,United Kingdom,237,26963,6390231,2021,10,October
544678,2021-02-22 16:15:00,13077.0,United Kingdom,296,25412,7521952,2021,2,February
545738,2021-03-07 11:44:00,17571.0,United Kingdom,72,7560,544320,2021,3,March
546643,2021-03-15 13:23:00,16214.0,United Kingdom,286,54297,15528942,2021,3,March
543738,2021-02-11 12:48:00,13094.0,United Kingdom,72,7632,549504,2021,2,February
570784,2021-10-12 11:49:00,12569.0,Germany,27,10350,279450,2021,10,October
565238,2021-09-02 09:48:00,16945.0,United Kingdom,134,30185,4044790,2021,9,September
567294,2021-09-19 12:06:00,13774.0,United Kingdom,192,34500,6624000,2021,9,September
542148,2021-01-26 10:10:00,14060.0,United Kingdom,225,25210,5672250,2021,1,January
543027,2021-02-02 14:51:00,12414.0,Austria,145,15376,2229520,2021,2,February
544769,2021-02-23 11:11:00,16422.0,United Kingdom,252,41796,10532592,2021,2,February
541510,2021-01-18 16:39:00,14428.0,United Kingdom,56,20355,1139880,2021,1,January
545022,2021-02-25 14:24:00,12921.0,United Kingdom,229,52275,11970975,2021,2,February
542303,2021-01-27 11:05:00,12539.0,Spain,643,171585,110329155,2021,1,January
561968,2021-08-01 13:29:00,16332.0,United Kingdom,74,22900,1694600,2021,8,August
557752,2021-06-22 12:57:00,14092.0,United Kingdom,6,2970,17820,2021,6,June
558241,2021-06-27 15:28:00,15932.0,United Kingdom,292,31012,9055504,2021,6,June
549556,2021-04-10 12:53:00,17372.0,United Kingdom,122,21212,2587864,2021,4,April
576327,2021-11-14 15:19:00,12476.0,Germany,72,24353,1753416,2021,11,November
552869,2021-05-12 08:41:00,15106.0,United Kingdom,302,36775,11106050,2021,5,May
568415,2021-09-27 11:06:00,15150.0,United Kingdom,6,2970,17820,2021,9,September
563013,2021-08-11 12:01:00,12993.0,United Kingdom,112,19710,2207520,2021,8,August
538210,2020-12-10 11:44:00,14256.0,United Kingdom,302,52386,15820572,2020,12,December
580738,2021-12-06 09:06:00,17666.0,United Kingdom,240,31908,7657920,2021,12,December
569228,2021-10-02 14:47:00,15547.0,United Kingdom,292,46989,13720788,2021,10,October
551390,2021-04-28 12:03:00,15143.0,United Kingdom,150,25945,3891750,2021,4,April
560258,2021-07-17 13:26:00,13340.0,United Kingdom,152,48280,7338560,2021,7,July
581500,2021-12-09 10:45:00,15344.0,United Kingdom,10,10330,103300,2021,12,December
552835,2021-05-11 14:17:00,17664.0,United Kingdom,409,32619,13341171,2021,5,May
553701,2021-05-18 14:42:00,14463.0,United Kingdom,96,11592,1112832,2021,5,May
561707,2021-07-29 11:27:00,14735.0,United Kingdom,12,1500,18000,2021,7,July
559422,2021-07-08 12:00:00,12553.0,France,137,28475,3901075,2021,7,July
545709,2021-03-07 09:49:00,12708.0,Germany,191,28266,5398806,2021,3,March
559811,2021-07-12 15:22:00,13269.0,United Kingdom,146,30510,4454460,2021,7,July
549721,2021-04-11 15:35:00,14911.0,EIRE,113,25412,2871556,2021,4,April
550389,2021-04-18 11:53:00,17284.0,United Kingdom,202,21234,4289268,2021,4,April
557268,2021-06-19 11:26:00,13097.0,United Kingdom,303,65579,19870437,2021,6,June
553465,2021-05-17 11:09:00,16218.0,United Kingdom,80,11600,928000,2021,5,May
554994,2021-05-29 14:18:00,14606.0,United Kingdom,72,14901,1072872,2021,5,May
544933,2021-02-25 08:44:00,12633.0,Germany,589,101282,59655098,2021,2,February
556194,2021-06-09 12:20:00,12483.0,Sweden,188,31995,6015060,2021,6,June
572662,2021-10-25 12:54:00,15443.0,United Kingdom,295,62269,18369355,2021,10,October
551546,2021-05-03 09:34:00,18062.0,United Kingdom,172,31612,5437264,2021,5,May
545700,2021-03-06 14:57:00,17811.0,United Kingdom,150,16645,2496750,2021,3,March
551188,2021-04-27 10:03:00,15898.0,United Kingdom,118,31260,3688680,2021,4,April
571182,2021-10-14 10:55:00,13115.0,United Kingdom,8,1560,12480,2021,10,October
540562,2021-01-10 10:35:00,12524.0,Germany,392,33739,13225688,2021,1,January
545069,2021-02-27 15:25:00,14745.0,United Kingdom,188,24060,4523280,2021,2,February
549941,2021-04-13 11:53:00,13694.0,United Kingdom,96,8160,783360,2021,4,April
544600,2021-02-22 08:24:00,18061.0,United Kingdom,17,10815,183855,2021,2,February
573141,2021-10-27 17:35:00,16680.0,United Kingdom,94,18370,1726780,2021,10,October
543114,2021-02-03 13:26:00,14156.0,EIRE,270,78806,21277620,2021,2,February
555735,2021-06-07 08:54:00,13327.0,United Kingdom,296,45040,13331840,2021,6,June
556491,2021-06-12 14:15:00,16794.0,United Kingdom,260,27474,7143240,2021,6,June
541253,2021-01-16 13:51:00,17841.0,United Kingdom,108,27739,2995812,2021,1,January
571180,2021-10-14 10:47:00,15498.0,United Kingdom,326,113589,37030014,2021,10,October
563166,2021-08-12 12:37:00,18092.0,United Kingdom,872,118144,103021568,2021,8,August
552886,2021-05-12 10:18:00,16244.0,United Kingdom,236,46612,11000432,2021,5,May
539664,2020-12-21 10:30:00,14135.0,United Kingdom,12,2520,30240,2020,12,December
550673,2021-04-20 10:28:00,12971.0,United Kingdom,160,37900,6064000,2021,4,April
576604,2021-11-15 15:23:00,13435.0,United Kingdom,460,83597,38454620,2021,11,November
569362,2021-10-03 15:06:00,18102.0,United Kingdom,314,102396,32152344,2021,10,October
552287,2021-05-08 13:19:00,17705.0,United Kingdom,65,10700,695500,2021,5,May
561891,2021-07-31 14:19:00,15438.0,United Kingdom,59,15658,923822,2021,7,July
559045,2021-07-05 15:40:00,14352.0,United Kingdom,114,17874,2037636,2021,7,July
561601,2021-07-28 11:35:00,18151.0,United Kingdom,244,34080,8315520,2021,7,July
568146,2021-09-25 11:33:00,16169.0,United Kingdom,410,58746,24085860,2021,9,September
564641,2021-08-26 13:16:00,13489.0,United Kingdom,168,16248,2729664,2021,8,August
576676,2021-11-16 12:03:00,16855.0,United Kingdom,84,17720,1488480,2021,11,November
574089,2021-11-03 09:07:00,17611.0,United Kingdom,162,30010,4861620,2021,11,November
561216,2021-07-25 17:04:00,14606.0,United Kingdom,8,12000,96000,2021,7,July
580550,2021-12-05 10:00:00,13126.0,United Kingdom,448,36944,16550912,2021,12,December
558705,2021-07-01 12:52:00,12748.0,United Kingdom,34,3778,128452,2021,7,July
546330,2021-03-11 10:30:00,16817.0,United Kingdom,79,14145,1117455,2021,3,March
545752,2021-03-07 11:54:00,17381.0,United Kingdom,888,43128,38297664,2021,3,March
546642,2021-03-15 13:13:00,12779.0,Poland,162,31778,5148036,2021,3,March
554051,2021-05-20 14:56:00,16696.0,United Kingdom,24,11880,285120,2021,5,May
577155,2021-11-18 09:56:00,13050.0,United Kingdom,192,34940,6708480,2021,11,November
565414,2021-09-04 11:54:00,15046.0,United Kingdom,85,12120,1030200,2021,9,September
538816,2020-12-14 12:35:00,16812.0,United Kingdom,81,47935,3882735,2020,12,December
575352,2021-11-09 14:56:00,12504.0,Germany,87,44940,3909780,2021,11,November
542597,2021-01-30 10:33:00,16326.0,United Kingdom,21,15943,334803,2021,1,January
581489,2021-12-09 09:46:00,16954.0,United Kingdom,72,17160,1235520,2021,12,December
579146,2021-11-28 13:14:00,16347.0,United Kingdom,191,44336,8468176,2021,11,November
577535,2021-11-20 14:07:00,14071.0,United Kingdom,261,34124,8906364,2021,11,November
558634,2021-06-30 19:27:00,14506.0,United Kingdom,38,26480,1006240,2021,6,June
559824,2021-07-12 17:23:00,17576.0,United Kingdom,164,26338,4319432,2021,7,July
576187,2021-11-14 11:25:00,17228.0,United Kingdom,152,22904,3481408,2021,11,November
561052,2021-07-24 13:12:00,16684.0,United Kingdom,624,71184,44418816,2021,7,July
578301,2021-11-23 15:14:00,17034.0,United Kingdom,188,38064,7156032,2021,11,November
561050,2021-07-24 13:06:00,16558.0,United Kingdom,466,40305,18782130,2021,7,July
557953,2021-06-23 18:42:00,12748.0,United Kingdom,40,3501,140040,2021,6,June
546831,2021-03-17 12:15:00,13199.0,United Kingdom,388,60684,23545392,2021,3,March
550276,2021-04-15 12:48:00,12989.0,United Kingdom,68,27756,1887408,2021,4,April
538013,2020-12-09 12:37:00,17062.0,United Kingdom,95,11479,1090505,2020,12,December
561914,2021-08-01 11:13:00,17676.0,United Kingdom,134,18266,2447644,2021,8,August
573311,2021-10-28 16:45:00,14071.0,United Kingdom,179,26571,4756209,2021,10,October
560805,2021-07-21 10:44:00,14259.0,United Kingdom,68,12000,816000,2021,7,July
572853,2021-10-26 12:28:00,17712.0,United Kingdom,215,52291,11242565,2021,10,October
571935,2021-10-20 08:41:00,13890.0,United Kingdom,31,10385,321935,2021,10,October
559056,2021-07-06 09:15:00,14645.0,United Kingdom,303,35699,10816797,2021,7,July
549937,2021-04-13 11:40:00,15046.0,United Kingdom,125,32855,4106875,2021,4,April
580979,2021-12-06 15:40:00,12362.0,Belgium,221,52904,11691784,2021,12,December
570839,2021-10-12 14:08:00,14911.0,EIRE,406,74967,30436602,2021,10,October
566028,2021-09-08 12:58:00,13848.0,United Kingdom,1000,32000,32000000,2021,9,September
580315,2021-12-02 15:22:00,14560.0,United Kingdom,48,4080,195840,2021,12,December
546549,2021-03-14 16:46:00,17799.0,United Kingdom,132,25841,3411012,2021,3,March
579103,2021-11-28 11:39:00,18041.0,United Kingdom,221,26740,5909540,2021,11,November
539725,2020-12-21 13:58:00,17211.0,United Kingdom,101,18219,1840119,2020,12,December
544044,2021-02-15 12:05:00,14659.0,United Kingdom,44,18180,799920,2021,2,February
558779,2021-07-04 10:42:00,16682.0,United Kingdom,48,10080,483840,2021,7,July
567333,2021-09-19 14:55:00,14282.0,United Kingdom,328,30130,9882640,2021,9,September
572900,2021-10-26 14:52:00,13107.0,United Kingdom,100,12420,1242000,2021,10,October
561913,2021-08-01 11:12:00,13184.0,United Kingdom,7,829,5803,2021,8,August
540543,2021-01-09 15:23:00,14395.0,United Kingdom,171,38068,6509628,2021,1,January
575312,2021-11-09 12:49:00,13588.0,United Kingdom,196,22200,4351200,2021,11,November
578922,2021-11-27 12:00:00,17236.0,United Kingdom,74,21840,1616160,2021,11,November
567102,2021-09-16 13:32:00,14124.0,United Kingdom,1618,41958,67888044,2021,9,September
551856,2021-05-04 15:25:00,15027.0,United Kingdom,264,31272,8255808,2021,5,May
570507,2021-10-11 09:53:00,16561.0,United Kingdom,158,26496,4186368,2021,10,October
559885,2021-07-13 11:35:00,16843.0,United Kingdom,60,6972,418320,2021,7,July
549311,2021-04-08 09:25:00,14924.0,United Kingdom,64,31005,1984320,2021,4,April
580520,2021-12-04 14:55:00,13521.0,United Kingdom,253,43682,11051546,2021,12,December
538205,2020-12-10 11:24:00,12748.0,United Kingdom,272,33616,9143552,2020,12,December
570500,2021-10-11 09:19:00,15858.0,United Kingdom,170,27772,4721240,2021,10,October
556529,2021-06-13 11:41:00,12714.0,France,236,51326,12112936,2021,6,June
578107,2021-11-23 09:09:00,15949.0,United Kingdom,116,12768,1481088,2021,11,November
547875,2021-03-27 15:40:00,13408.0,United Kingdom,350,61238,21433300,2021,3,March
558332,2021-06-28 13:09:00,18241.0,United Kingdom,8,5960,47680,2021,6,June
558573,2021-06-30 14:47:00,17017.0,United Kingdom,8,3000,24000,2021,6,June
570426,2021-10-10 13:55:00,13352.0,United Kingdom,321,39798,12775158,2021,10,October
554860,2021-05-27 10:20:00,15249.0,United Kingdom,229,54839,12558131,2021,5,May
552410,2021-05-09 12:40:00,14527.0,United Kingdom,31,11849,367319,2021,5,May
571040,2021-10-13 12:59:00,15272.0,United Kingdom,128,42298,5414144,2021,10,October
567860,2021-09-22 13:53:00,18102.0,United Kingdom,60,29596,1775760,2021,9,September
557033,2021-06-16 13:48:00,13826.0,United Kingdom,82,18950,1553900,2021,6,June
537392,2020-12-06 13:58:00,17068.0,United Kingdom,80,16615,1329200,2020,12,December
560363,2021-07-18 12:05:00,12589.0,France,83,13150,1091450,2021,7,July
557620,2021-06-21 13:58:00,14408.0,United Kingdom,79,13353,1054887,2021,6,June
540565,2021-01-10 10:44:00,16422.0,United Kingdom,40,10200,408000,2021,1,January
555538,2021-06-05 12:39:00,14512.0,United Kingdom,72,14896,1072512,2021,6,June
545308,2021-03-01 13:19:00,14656.0,United Kingdom,40,13311,532440,2021,3,March
572292,2021-10-23 12:56:00,16017.0,United Kingdom,102,21188,2161176,2021,10,October
557873,2021-06-23 12:51:00,17659.0,United Kingdom,3,1485,4455,2021,6,June
571923,2021-10-19 16:24:00,12685.0,France,167,28922,4829974,2021,10,October
537669,2020-12-08 08:58:00,16863.0,United Kingdom,105,16425,1724625,2020,12,December
552007,2021-05-05 16:56:00,13269.0,United Kingdom,188,31078,5842664,2021,5,May
546871,2021-03-17 16:10:00,16746.0,United Kingdom,150,30000,4500000,2021,3,March
542235,2021-01-26 13:56:00,15661.0,United Kingdom,156,19380,3023280,2021,1,January
537981,2020-12-09 11:35:00,17857.0,United Kingdom,2154,133520,287602080,2020,12,December
564851,2021-08-30 16:53:00,13183.0,United Kingdom,174,21196,3688104,2021,8,August
579517,2021-11-29 18:02:00,12748.0,United Kingdom,16,3412,54592,2021,11,November
551880,2021-05-05 09:05:00,17374.0,United Kingdom,56,30382,1701392,2021,5,May
546768,2021-03-16 14:54:00,15694.0,United Kingdom,100,58476,5847600,2021,3,March
555857,2021-06-07 14:03:00,16393.0,United Kingdom,104,13362,1389648,2021,6,June
571558,2021-10-18 09:30:00,17730.0,United Kingdom,220,34608,7613760,2021,10,October
539249,2020-12-16 13:43:00,14709.0,United Kingdom,108,31410,3392280,2020,12,December
552531,2021-05-10 09:35:00,13742.0,United Kingdom,89,29843,2656027,2021,5,May
542897,2021-02-01 13:55:00,15854.0,United Kingdom,60,30300,1818000,2021,2,February
577301,2021-11-18 12:53:00,12498.0,Germany,9,3045,27405,2021,11,November
560587,2021-07-19 15:49:00,13631.0,United Kingdom,10,6000,60000,2021,7,July
555695,2021-06-06 14:32:00,16168.0,United Kingdom,66,14350,947100,2021,6,June
544076,2021-02-15 15:00:00,16407.0,United Kingdom,60,7500,450000,2021,2,February
536409,2020-12-01 11:45:00,17908.0,United Kingdom,173,24328,4208744,2020,12,December
566747,2021-09-14 15:33:00,16928.0,United Kingdom,173,22117,3826241,2021,9,September
550916,2021-04-21 13:39:00,17718.0,United Kingdom,83,13935,1156605,2021,4,April
541813,2021-01-21 15:36:00,18239.0,United Kingdom,226,42432,9589632,2021,1,January
556964,2021-06-16 09:46:00,16145.0,United Kingdom,144,33144,4772736,2021,6,June
547056,2021-03-20 12:25:00,16402.0,United Kingdom,44,8780,386320,2021,3,March
579131,2021-11-28 12:33:00,12839.0,United Kingdom,422,56676,23917272,2021,11,November
553833,2021-05-19 11:41:00,17346.0,United Kingdom,139,22231,3090109,2021,5,May
577533,2021-11-20 14:04:00,16877.0,United Kingdom,71,13511,959281,2021,11,November
548917,2021-04-05 10:13:00,16817.0,United Kingdom,70,21590,1511300,2021,4,April
566272,2021-09-11 13:51:00,14487.0,United Kingdom,287,43022,12347314,2021,9,September
576254,2021-11-14 14:02:00,16422.0,United Kingdom,886,93314,82676204,2021,11,November
541977,2021-01-24 14:44:00,15078.0,United Kingdom,170,37970,6454900,2021,1,January
546108,2021-03-09 12:35:00,15529.0,United Kingdom,335,38286,12825810,2021,3,March
539858,2020-12-22 16:19:00,18092.0,United Kingdom,168,61080,10261440,2020,12,December
553576,2021-05-18 10:29:00,14282.0,United Kingdom,394,66400,26161600,2021,5,May
537131,2020-12-05 12:26:00,15716.0,United Kingdom,435,54710,23798850,2020,12,December
537818,2020-12-08 13:53:00,12766.0,Portugal,424,114929,48729896,2020,12,December
578663,2021-11-24 16:54:00,15428.0,United Kingdom,102,9378,956556,2021,11,November
536984,2020-12-03 14:35:00,17841.0,United Kingdom,136,33954,4617744,2020,12,December
567472,2021-09-20 12:47:00,15039.0,United Kingdom,110,27224,2994640,2021,9,September
564377,2021-08-25 10:26:00,15263.0,United Kingdom,89,15651,1392939,2021,8,August
575886,2021-11-11 13:57:00,12517.0,Germany,317,49294,15626198,2021,11,November
560230,2021-07-17 10:53:00,12600.0,Germany,107,34523,3693961,2021,7,July
556139,2021-06-09 11:05:00,14231.0,United Kingdom,116,30776,3570016,2021,6,June
575621,2021-11-10 13:03:00,16892.0,United Kingdom,54,13704,740016,2021,11,November
551990,2021-05-05 15:13:00,15759.0,United Kingdom,8,6800,54400,2021,5,May
577297,2021-11-18 12:48:00,14593.0,United Kingdom,214,27840,5957760,2021,11,November
539143,2020-12-16 11:35:00,14849.0,United Kingdom,11,4645,51095,2020,12,December
570649,2021-10-11 13:12:00,17659.0,United Kingdom,160,30886,4941760,2021,10,October
540188,2021-01-05 13:57:00,16771.0,United Kingdom,303,29666,8988798,2021,1,January
537250,2020-12-06 10:43:00,12708.0,Germany,89,19644,1748316,2020,12,December
578998,2021-11-27 16:05:00,15436.0,United Kingdom,135,26321,3553335,2021,11,November
567622,2021-09-21 12:46:00,14527.0,United Kingdom,55,18626,1024430,2021,9,September
536771,2020-12-02 14:49:00,17581.0,United Kingdom,66,11838,781308,2020,12,December
555594,2021-06-06 10:09:00,13880.0,United Kingdom,122,31294,3817868,2021,6,June
563188,2021-08-12 15:00:00,15606.0,United Kingdom,118,30322,3577996,2021,8,August
541281,2021-01-17 11:59:00,17988.0,United Kingdom,14,6499,90986,2021,1,January
563744,2021-08-19 09:35:00,13266.0,United Kingdom,314,33393,10485402,2021,8,August
565614,2021-09-05 15:20:00,17309.0,United Kingdom,41,8275,339275,2021,9,September
578249,2021-11-23 12:42:00,16660.0,United Kingdom,120,45720,5486400,2021,11,November
555566,2021-06-05 15:19:00,14659.0,United Kingdom,91,21663,1971333,2021,6,June
542133,2021-01-25 16:33:00,13049.0,United Kingdom,78,15378,1199484,2021,1,January
576543,2021-11-15 12:50:00,13236.0,United Kingdom,248,30562,7579376,2021,11,November
568492,2021-09-27 11:58:00,18278.0,United Kingdom,66,17390,1147740,2021,9,September
559125,2021-07-06 12:32:00,13985.0,United Kingdom,211,43738,9228718,2021,7,July
570676,2021-10-11 15:10:00,14640.0,United Kingdom,107,30607,3274949,2021,10,October
538841,2020-12-14 13:11:00,16899.0,United Kingdom,75,17055,1279125,2020,12,December
562894,2021-08-10 12:35:00,12571.0,France,197,24835,4892495,2021,8,August
579868,2021-11-30 16:43:00,15544.0,United Kingdom,406,32832,13329792,2021,11,November
542889,2021-02-01 13:20:00,16422.0,United Kingdom,136,24120,3280320,2021,2,February
574282,2021-11-03 14:52:00,15612.0,United Kingdom,21,12550,263550,2021,11,November
551907,2021-05-05 10:51:00,16027.0,United Kingdom,149,11695,1742555,2021,5,May
580299,2021-12-02 13:58:00,14023.0,United Kingdom,183,31093,5690019,2021,12,December
547206,2021-03-21 14:18:00,16791.0,United Kingdom,74,15190,1124060,2021,3,March
547789,2021-03-25 12:04:00,14911.0,EIRE,533,75037,39994721,2021,3,March
554369,2021-05-24 10:34:00,13267.0,United Kingdom,12,996,11952,2021,5,May
539219,2020-12-16 12:55:00,17951.0,United Kingdom,102,11400,1162800,2020,12,December
570082,2021-10-07 11:19:00,12524.0,Germany,1299,105544,137101656,2021,10,October
555073,2021-05-31 11:39:00,16470.0,United Kingdom,71,12932,918172,2021,5,May
551603,2021-05-03 11:34:00,16745.0,United Kingdom,237,46770,11084490,2021,5,May
554645,2021-05-25 12:34:00,17770.0,United Kingdom,30,5290,158700,2021,5,May
551062,2021-04-26 12:16:00,18092.0,United Kingdom,832,88440,73582080,2021,4,April
